	protein_match	strain_name	accession	taxon	DNA_type	DNA_topolgy	DNA_length	protein_id	location	product	pident	evalue	qcov
3421	GtpB	NBC_00859	CP108826	['Streptomyces sp. NBC_00859']	chromosome	linear	8001606	PRJNA747871:OG584_17280	[4031201:4032662](+)	['replicative DNA helicase']	27.953	3.23e-13	27
3422	GtpB	NBC_01387	CP109556	['Streptomyces sp. NBC_01387']	chromosome	linear	7936992	PRJNA747871:OG204_19215	[4186226:4187744](+)	['replicative DNA helicase']	27.559	3.24e-13	27
3423	GtpB	NBC_01267	CP108455	['Streptomyces sp. NBC_01267']	chromosome	linear	7861081	PRJNA747871:OG709_18310	[3980814:3982332](+)	['replicative DNA helicase']	27.559	3.24e-13	27
3424	GtpB	NBC_00388	CP107948	['Streptomyces sp. NBC 00388']	chromosome	linear	6771125	PRJNA747871:OG917_17230	[3805008:3806469](-)	['replicative DNA helicase']	27.953	3.32e-13	27
3425	GtpB	NBC_00287	CP108053	['Streptomyces sp. NBC 00287']	chromosome	linear	9642853	PRJNA747871:OHT76_21815	[4777820:4779299](-)	['replicative DNA helicase']	26.241	3.52e-13	29
3426	GtpB	NBC_01453	CP109478	['Streptomyces sp. NBC_01453']	chromosome	linear	9265359	PRJNA747871:OG511_17890	[3955776:3957252](+)	['replicative DNA helicase']	26.378	3.57e-13	27
3427	GtpB	NBC_01010	CP108693	['Streptomyces anulatus']	plasmid	linear	292313	PRJNA747871:OG333_37230	[34388:35948](-)	['helix-turn-helix domain-containing protein']	31.111	3.88e-13	26
3428	GtpB	NBC_00425	CP107928	['Streptomyces sp. NBC 00425']	chromosome	linear	9805310	PRJNA747871:OHS82_21490	[4993048:4994527](+)	['replicative DNA helicase']	26.378	4.13e-13	27
3429	GtpB	NBC_00670	CP109017	['Streptomyces sp. NBC 00670']	chromosome	linear	7583196	PRJNA747871:OIE12_16405	[3674002:3675481](-)	['replicative DNA helicase']	26.378	4.16e-13	27
3430	GtpB	NBC_00464	CP107901	['Streptomyces sp. NBC 00464']	plasmid	linear	241242	PRJNA747871:OG912_39060	[4321:5854](-)	['helix-turn-helix domain-containing protein']	29.13	4.18e-13	27
3431	GtpB	NBC_01666	CP109234	['Streptomyces althioticus']	chromosome	linear	7542023	PRJNA747871:OG872_17100	[3844337:3845816](+)	['replicative DNA helicase']	26.378	4.27e-13	27
3432	GtpB	NBC_00588	CP107765	['Streptomyces sp. NBC 00588']	chromosome	linear	9409010	PRJNA747871:OHN38_19870	[4349167:4350646](-)	['replicative DNA helicase']	26.378	4.35e-13	27
3433	GtpB	NBC_00239	CP108095	['Streptomyces sp. NBC_00239']	chromosome	linear	8511476	PRJNA747871:OG764_18800	[4262535:4264017](+)	['replicative DNA helicase']	27.559	4.48e-13	27
3434	GtpB	NBC_00289	CP108046	['Streptomyces sp. NBC 00289']	chromosome	linear	10626179	PRJNA747871:OG985_23420	[5198057:5199536](+)	['replicative DNA helicase']	25.984	4.67e-13	27
3435	GtpB	NBC_01604	CP109312	['Streptomyces sp. NBC 01604']	chromosome	linear	11496400	PRJNA747871:OHB06_25640	[5669027:5670506](-)	['replicative DNA helicase']	25.984	4.71e-13	27
3436	GtpB	NBC_01352	CP108354	['Streptomyces sp. NBC_01352']	chromosome	linear	11274169	PRJNA747871:OG252_25885	[5589329:5590808](+)	['replicative DNA helicase']	25.984	4.71e-13	27
3437	GtpB	NBC_01686	CP109207	['Streptomyces althioticus']	chromosome	linear	7636976	PRJNA747871:OIE82_17600	[3943639:3945118](+)	['replicative DNA helicase']	26.378	4.83e-13	27
3438	GtpB	NBC_01679	CP109215	['Streptomyces althioticus']	chromosome	linear	7730518	PRJNA747871:OG968_17700	[3949645:3951124](+)	['replicative DNA helicase']	26.378	4.83e-13	27
3439	GtpB	NBC_00238	CP108344	['Streptomyces gancidicus']	chromosome	linear	7518633	PRJNA747871:OG411_16470	[3624150:3625629](+)	['replicative DNA helicase']	26.378	4.88e-13	27
3440	GtpB	NBC_00023	CP108339	['Streptomyces jietaisiensis']	chromosome	linear	7551461	PRJNA747871:OG783_16250	[3735721:3737200](+)	['replicative DNA helicase']	26.378	4.88e-13	27
3441	GtpB	NBC_01366	CP109581	['Streptomyces griseoaurantiacus']	chromosome	linear	7654876	PRJNA747871:OG404_16970	[3946069:3947548](+)	['replicative DNA helicase']	26.378	4.88e-13	27
3442	GtpB	NBC_00805	CP108895	['Streptomyces jietaisiensis']	chromosome	linear	7415499	PRJNA747871:OHA67_16405	[3652135:3653614](-)	['replicative DNA helicase']	26.378	4.88e-13	27
3443	GtpB	NBC_00616	CP108323	['Streptomyces jietaisiensis']	chromosome	linear	7528880	PRJNA747871:OG789_16485	[3697520:3698999](-)	['replicative DNA helicase']	26.378	4.88e-13	27
3444	GtpB	NBC_00595	CP108324	['Streptomyces jietaisiensis']	chromosome	linear	7533398	PRJNA747871:OG796_16785	[3761645:3763124](-)	['replicative DNA helicase']	26.378	4.88e-13	27
3445	GtpB	NBC_00522	CP108325	['Streptomyces jietaisiensis']	chromosome	linear	7520670	PRJNA747871:OHB18_16245	[3744976:3746455](+)	['replicative DNA helicase']	26.378	4.88e-13	27
3446	GtpB	NBC_00521	CP108326	['Streptomyces jietaisiensis']	chromosome	linear	7415029	PRJNA747871:OHB09_16395	[3672817:3674296](-)	['replicative DNA helicase']	26.378	4.88e-13	27
3447	GtpB	NBC_00504	CP108329	['Streptomyces jietaisiensis']	chromosome	linear	7637261	PRJNA747871:OHN99_16150	[3729803:3731282](+)	['replicative DNA helicase']	26.378	4.88e-13	27
3448	GtpB	NBC_00489	CP108330	['Streptomyces jietaisiensis']	chromosome	linear	7531893	PRJNA747871:OHN36_16340	[3769075:3770554](+)	['replicative DNA helicase']	26.378	4.88e-13	27
3449	GtpB	NBC_00478	CP108343	['Streptomyces jietaisiensis']	chromosome	linear	7646405	PRJNA747871:OG983_16405	[3822233:3823712](+)	['replicative DNA helicase']	26.378	4.88e-13	27
3450	GtpB	NBC_00217	CP108113	['Streptomyces achromogenes']	chromosome	linear	10371570	PRJNA747871:OG399_19130	[4374069:4375548](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3451	GtpB	NBC_00156	CP108164	['Streptomyces achromogenes']	chromosome	linear	8525584	PRJNA747871:OG350_18905	[4175425:4176904](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3452	GtpB	NBC_01780	CP109094	['Streptomyces cellulosae']	chromosome	linear	7408130	PRJNA747871:OG853_16645	[3629503:3630982](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3453	GtpB	NBC_01779	CP109095	['Streptomyces cellulosae']	chromosome	linear	7330856	PRJNA747871:OHA00_16970	[3778724:3780203](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3454	GtpB	NBC_01772	CP109108	['Streptomyces cellulosae']	chromosome	linear	7432268	PRJNA747871:OG805_16715	[3628326:3629805](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3455	GtpB	NBC_01711	CP109184	['Streptomyces cellulosae']	chromosome	linear	7601306	PRJNA747871:OG845_16740	[3642866:3644345](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3456	GtpB	NBC_01706	CP109193	['Streptomyces cellulosae']	chromosome	linear	7350036	PRJNA747871:OG986_16200	[3524455:3525934](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3457	GtpB	NBC_01703	CP109194	['Streptomyces cellulosae']	chromosome	linear	7597655	PRJNA747871:OIE80_16730	[3641632:3643111](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3458	GtpB	NBC_01701	CP109197	['Streptomyces cellulosae']	chromosome	linear	7491899	PRJNA747871:OIE78_17345	[3853794:3855273](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3459	GtpB	NBC_01680	CP109212	['Streptomyces cellulosae']	chromosome	linear	7462948	PRJNA747871:OG790_16970	[3757191:3758670](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3460	GtpB	NBC_01678	CP109453	['Streptomyces cellulosae']	chromosome	linear	7435508	PRJNA747871:OIE99_17065	[3778194:3779673](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3461	GtpB	NBC_01676	CP109222	['Streptomyces cellulosae']	chromosome	linear	7592827	PRJNA747871:OG837_17865	[3990863:3992342](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3462	GtpB	NBC_01667	CP109233	['Streptomyces cellulosae']	chromosome	linear	7756047	PRJNA747871:OH709_18585	[4138070:4139549](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3463	GtpB	NBC_01657	CP109249	['Streptomyces cellulosae']	chromosome	linear	7754542	PRJNA747871:OH715_18810	[4106812:4108291](+)	['replicative DNA helicase']	26.378	4.92e-13	27
3464	GtpB	NBC_01607	CP109308	['Streptomyces cellulosae']	chromosome	linear	7408340	PRJNA747871:OH750_16640	[3629576:3631055](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3465	GtpB	NBC_00556	CP107798	['Streptomyces cellulosae']	chromosome	linear	7455748	PRJNA747871:OG692_16465	[3562342:3563821](-)	['replicative DNA helicase']	26.378	4.92e-13	27
3466	GtpB	NBC_01134	CP108641	['Streptomyces anulatus']	plasmid	linear	119484	PRJNA747871:OG238_42130	[108487:110104](+)	['helix-turn-helix domain-containing protein']	31.897	5.02e-13	27
3467	GtpB	NBC_01201	CP108566	['Streptomyces sp. NBC_01201']	plasmid	linear	427794	PRJNA747871:OG279_38990	[416962:418510](+)	['helix-turn-helix transcriptional regulator']	28.571	5.06e-13	27
3468	GtpB	NBC_01778	CP109097	['Streptomyces cellulosae']	chromosome	linear	7232581	PRJNA747871:OG880_16245	[3519175:3520654](-)	['replicative DNA helicase']	26.378	5.23e-13	27
3469	GtpB	NBC_01677	CP109220	['Streptomyces cellulosae']	chromosome	linear	7266300	PRJNA747871:OIE90_16435	[3552861:3554340](-)	['replicative DNA helicase']	26.378	5.23e-13	27
3470	GtpB	NBC_00099	CP108218	['Streptomyces coelicoflavus']	chromosome	linear	7979235	PRJNA747871:OHA99_18850	[4274311:4275790](+)	['replicative DNA helicase']	26.772	5.28e-13	27
3471	GtpB	NBC_00631	CP107734	['Streptomyces sp. NBC 00631']	chromosome	linear	11076837	PRJNA747871:OHB00_25520	[5570117:5571593](-)	['replicative DNA helicase']	26.69	5.3e-13	29
3472	GtpB	NBC_01332	CP108378	['Streptomyces murinus']	chromosome	linear	8550177	PRJNA747871:OG516_19060	[4316605:4318084](-)	['replicative DNA helicase']	26.378	5.56e-13	27
3473	GtpB	NBC_00520	CP107838	['Streptomyces murinus']	chromosome	linear	8509353	PRJNA747871:OG586_19150	[4338575:4340054](-)	['replicative DNA helicase']	26.378	5.56e-13	27
3474	GtpB	NBC_00888	CP108785	['Embleya sp. NBC 00888']	plasmid	linear	5731424	PRJNA747871:OG948_36410	[534564:536148](-)	['DnaB helicase C-terminal domain-containing protein']	36.612	5.84e-13	22
3475	GtpB	NBC_00116	CP108200	['Streptomyces anthocyanicus']	chromosome	linear	8505006	PRJNA747871:OHB34_19140	[4231603:4233079](+)	['replicative DNA helicase']	26.772	6e-13	27
3476	GtpB	NBC_01777	CP109102	['Streptomyces anthocyanicus']	chromosome	linear	8677221	PRJNA747871:OIE72_18720	[4142266:4143742](-)	['replicative DNA helicase']	26.772	6e-13	27
3477	GtpB	NBC_01687	CP109205	['Streptomyces anthocyanicus']	chromosome	linear	8477056	PRJNA747871:OHA39_19360	[4278002:4279478](-)	['replicative DNA helicase']	26.772	6e-13	27
3478	GtpB	NBC_01668	CP109228	['Streptomyces anthocyanicus']	chromosome	linear	8561438	PRJNA747871:OHA15_20100	[4402857:4404333](+)	['replicative DNA helicase']	26.772	6e-13	27
3479	GtpB	NBC_01662	CP109242	['Streptomyces anthocyanicus']	chromosome	linear	8651515	PRJNA747871:OG855_20080	[4427978:4429454](-)	['replicative DNA helicase']	26.772	6e-13	27
3480	GtpB	NBC_01636	CP109275	['Streptomyces anthocyanicus']	chromosome	linear	8678397	PRJNA747871:OH747_20155	[4383389:4384865](-)	['replicative DNA helicase']	26.772	6e-13	27
3481	GtpB	NBC_01372	CP109571	['Streptomyces anthocyanicus']	chromosome	linear	8344052	PRJNA747871:OG208_18120	[4022653:4024129](-)	['replicative DNA helicase']	26.772	6e-13	27
3482	GtpB	NBC_00557	CP107796	['Streptomyces sp. NBC 00557']	chromosome	linear	8676941	PRJNA747871:OG956_17610	[4117424:4118903](+)	['replicative DNA helicase']	26.378	6.02e-13	27
3483	GtpB	NBC_01171	CP108609	['Streptomyces sp. NBC_01171']	chromosome	linear	6584968	PRJNA747871:OG448_15575	[3379972:3381454](+)	['replicative DNA helicase']	26.378	6.65e-13	27
3484	GtpB	NBC_01601	CP109314	['Streptomyces sp. NBC 01601']	chromosome	linear	6514704	PRJNA747871:OG846_15145	[3276950:3278429](-)	['replicative DNA helicase']	26.378	6.69e-13	27
3485	GtpB	NBC_01685	CP109209	['Streptomyces sp. NBC 01685']	chromosome	linear	7940178	PRJNA747871:OG939_36020	[7917009:7918401](-)	['replicative DNA helicase']	27.473	6.83e-13	29
3486	GtpB	NBC_01685	CP109209	['Streptomyces sp. NBC 01685']	chromosome	linear	7940178	PRJNA747871:OG939_00120	[21780:23172](+)	['replicative DNA helicase']	27.473	6.83e-13	29
3487	GtpB	NBC_00986	CP108733	['Streptomyces sp. NBC_00986']	chromosome	linear	11750813	PRJNA747871:OG504_27220	[6127537:6129016](+)	['replicative DNA helicase']	25.984	6.87e-13	27
3488	GtpB	NBC_01471	CP109450	['Streptomyces sp. NBC_01471']	chromosome	linear	7903629	PRJNA747871:OG285_17225	[3929371:3930832](+)	['replicative DNA helicase']	27.559	6.89e-13	27
3489	GtpB	NBC_01788	CP109090	['Streptomyces sp. NBC 01788']	chromosome	linear	8269445	PRJNA747871:OIE49_18165	[3998139:3999618](-)	['replicative DNA helicase']	26.378	7.17e-13	27
3490	GtpB	NBC_01613	CP109303	['Streptomyces sp. NBC 01613']	chromosome	linear	13572980	PRJNA747871:OHB14_33430	[7301470:7302949](+)	['replicative DNA helicase']	25.984	7.5e-13	27
3491	GtpB	NBC_00005	CP108316	['Streptomyces sp. NBC_00005']	chromosome	linear	11027269	PRJNA747871:OG303_25370	[5535904:5537383](+)	['replicative DNA helicase']	25.984	7.5e-13	27
3492	GtpB	NBC_00566	CP107784	['Streptomyces sp. NBC 00566']	chromosome	linear	6411420	PRJNA747871:OG812_15060	[3253245:3254724](+)	['replicative DNA helicase']	26.378	7.56e-13	27
3493	GtpB	NBC_01124	CP108643	['Streptomyces sp. NBC_01124']	chromosome	linear	8295141	PRJNA747871:OG368_19300	[4404703:4406182](+)	['replicative DNA helicase']	26.378	7.97e-13	27
3494	GtpB	NBC_01465	CP109467	['Streptomyces sp. NBC_01465']	chromosome	linear	9138776	PRJNA747871:OG707_19710	[4179480:4180962](+)	['replicative DNA helicase']	27.165	8.74e-13	27
3495	GtpB	NBC_01135	CP108638	['Streptomyces uncialis']	chromosome	linear	8813451	PRJNA747871:OG268_19055	[4637789:4639286](+)	['replicative DNA helicase']	26.378	8.82e-13	27
3496	GtpB	NBC_00343	CP107998	['Streptomyces sp. NBC 00343']	chromosome	linear	10725031	PRJNA747871:OHA62_23040	[5212164:5213643](+)	['replicative DNA helicase']	25.984	8.86e-13	27
3497	GtpB	NBC_00252	CP108087	['Streptomyces sp. NBC 00252']	chromosome	linear	10137727	PRJNA747871:OHT77_22890	[5228736:5230215](-)	['replicative DNA helicase']	25.984	8.86e-13	27
3498	GtpB	NBC_00228	CP108102	['Streptomyces sp. NBC_00228']	chromosome	linear	10117404	PRJNA747871:OG537_21690	[4965756:4967235](-)	['replicative DNA helicase']	25.984	8.86e-13	27
3499	GtpB	NBC_00172	CP108145	['Streptomyces sp. NBC_00172']	chromosome	linear	10121374	PRJNA747871:OG768_21685	[4967739:4969218](-)	['replicative DNA helicase']	25.984	8.86e-13	27
3500	GtpB	NBC_00169	CP108147	['Streptomyces sp. NBC_00169']	chromosome	linear	10117317	PRJNA747871:OG420_23495	[5150140:5151619](+)	['replicative DNA helicase']	25.984	8.86e-13	27
3501	GtpB	NBC_01518	CP130730	['Streptomyces sp. NBC_01518']	chromosome	linear	11904336	PRJNA747871:OG328_24845	[5476767:5478246](-)	['replicative DNA helicase']	25.984	8.86e-13	27
3502	GtpB	NBC_01515	CP109416	['Streptomyces sp. NBC_01515']	chromosome	linear	11325605	PRJNA747871:OG407_26595	[5921046:5922525](+)	['replicative DNA helicase']	25.984	8.86e-13	27
3503	GtpB	NBC_01288	CP108427	['Streptomyces sp. NBC_01288']	chromosome	linear	10558057	PRJNA747871:OG194_23590	[5271394:5272873](+)	['replicative DNA helicase']	25.984	8.86e-13	27
3504	GtpB	NBC_01261	CP108463	['Streptomyces sp. NBC_01261']	chromosome	linear	11585837	PRJNA747871:OG226_25105	[5705670:5707149](-)	['replicative DNA helicase']	25.984	8.86e-13	27
3505	GtpB	NBC_00696	CP109004	['Streptomyces sp. NBC_00696']	chromosome	linear	11090730	PRJNA747871:OG506_24170	[5566682:5568161](-)	['replicative DNA helicase']	25.984	8.86e-13	27
3506	GtpB	NBC_01021	CP108676	['Streptomyces prunicolor']	chromosome	linear	10948847	PRJNA747871:OG588_24920	[5437348:5438827](-)	['replicative DNA helicase']	25.984	8.94e-13	27
3507	GtpB	NBC_00989	CP108728	['Streptomyces sp. NBC_00989']	chromosome	linear	11950319	PRJNA747871:OG714_26025	[5904381:5905860](+)	['replicative DNA helicase']	25.984	8.94e-13	27
3508	GtpB	NBC_00988	CP108730	['Streptomyces sp. NBC_00988']	chromosome	linear	12375414	PRJNA747871:OG496_28770	[6293379:6294858](-)	['replicative DNA helicase']	25.984	9.5e-13	27
3509	GtpB	NBC_00165	CP108152	['Streptomyces glauciniger']	chromosome	linear	9542804	PRJNA747871:OG539_22315	[4804018:4805494](+)	['replicative DNA helicase']	27.165	9.72e-13	27
3510	GtpB	NBC_01746	CP109144	['Streptomyces glauciniger']	chromosome	linear	9513205	PRJNA747871:OIE69_20465	[4579420:4580896](-)	['replicative DNA helicase']	27.165	9.72e-13	27
3511	GtpB	NBC_01581	CP109343	['Streptomyces glauciniger']	chromosome	linear	8817510	PRJNA747871:OH779_21470	[4572518:4573988](+)	['replicative DNA helicase']	27.165	9.9e-13	27
3512	GtpB	NBC_01694	CP109201	['Streptomyces glauciniger']	chromosome	linear	8671343	PRJNA747871:OIF68_19230	[4279157:4280633](-)	['replicative DNA helicase']	27.165	9.98e-13	27
3513	GtpB	NBC_00820	CP108882	['Streptomyces sp. NBC 00820']	chromosome	linear	8106388	PRJNA747871:OIB37_18965	[4174632:4176108](-)	['replicative DNA helicase']	25.984	1.04e-12	27
3514	GtpB	NBC_01552	CP109375	['[Kitasatospora] papulosa']	chromosome	linear	7766079	PRJNA747871:OH769_34535	[7749564:7751106](+)	['helix-turn-helix domain-containing protein']	28.0	1.12e-12	27
3515	GtpB	NBC_01552	CP109375	['[Kitasatospora] papulosa']	chromosome	linear	7766079	PRJNA747871:OH769_00085	[14968:16510](-)	['helix-turn-helix domain-containing protein']	28.0	1.12e-12	27
3516	GtpB	NBC_01478	CP109444	['Streptomyces sp. NBC_01478']	chromosome	linear	12124816	PRJNA747871:OG223_26795	[5928586:5930065](-)	['replicative DNA helicase']	25.984	1.13e-12	27
3517	GtpB	NBC_01365	CP109583	['Streptomyces uncialis']	chromosome	linear	9117749	PRJNA747871:OG711_20370	[4899546:4901043](+)	['replicative DNA helicase']	26.378	1.15e-12	27
3518	GtpB	NBC_01539	CP109390	['Kitasatospora sp. NBC_01539']	chromosome	linear	9364696	PRJNA747871:OG335_19175	[4447170:4448658](+)	['replicative DNA helicase']	27.165	1.15e-12	27
3519	GtpB	NBC_01624	CP109290	['Streptomyces uncialis']	chromosome	linear	8815475	PRJNA747871:OG924_17775	[4156228:4157716](-)	['replicative DNA helicase']	26.378	1.34e-12	27
3520	GtpB	NBC_00510	CP107851	['Streptomyces sp. NBC 00510']	chromosome	linear	10147553	PRJNA747871:OG937_22550	[5007459:5008935](-)	['replicative DNA helicase']	27.165	1.37e-12	27
3521	GtpB	NBC_00357	CP107977	['Streptomyces coelicoflavus']	chromosome	linear	7743741	PRJNA747871:OHA75_17540	[3801633:3803112](-)	['replicative DNA helicase']	26.378	1.37e-12	27
3522	GtpB	NBC_01213	CP108543	['Streptomyces sp. NBC_01213']	plasmid	linear	102480	PRJNA747871:OG725_37230	[86366:87941](+)	['helix-turn-helix transcriptional regulator']	28.261	1.61e-12	27
3523	GtpB	NBC_00521	CP108328	['Streptomyces jietaisiensis']	plasmid	circular	36152	PRJNA747871:OHB09_33090	[10288:11668](+)	['replicative DNA helicase']	25.94	1.62e-12	28
3524	GtpB	NBC_01355	CP108351	['[Kitasatospora] papulosa']	chromosome	linear	7734989	PRJNA747871:OG724_00290	[61316:62867](-)	['helix-turn-helix domain-containing protein']	27.556	1.64e-12	27
3525	GtpB	NBC_01564	CP109352	['[Kitasatospora] papulosa']	chromosome	linear	7606679	PRJNA747871:OG821_33545	[7558080:7559631](+)	['helix-turn-helix domain-containing protein']	27.556	1.77e-12	27
3526	GtpB	NBC_00835	CP108862	['Streptomyces cyaneofuscatus']	plasmid	linear	268418	PRJNA747871:OG323_37345	[47106:48687](-)	['helix-turn-helix domain-containing protein']	28.244	1.92e-12	31
3527	GtpB	NBC_00867	CP108817	['[Kitasatospora] papulosa']	chromosome	linear	7891710	PRJNA747871:OG337_00260	[51274:52816](-)	['helix-turn-helix domain-containing protein']	28.0	2.11e-12	27
3528	GtpB	NBC_01723	CP109171	['Streptomyces sp. NBC 01723']	chromosome	linear	8762255	PRJNA747871:OIE75_18505	[4012805:4014284](-)	['replicative DNA helicase']	25.984	2.24e-12	27
3529	GtpB	NBC_01606	CP109310	['Streptomyces cyaneofuscatus']	plasmid	linear	184118	PRJNA747871:OG973_36805	[165886:167470](+)	['helix-turn-helix domain-containing protein']	27.481	2.28e-12	31
3530	GtpB	NBC_01304	CP109055	['Streptomyces sp. NBC_01304']	chromosome	linear	10658997	PRJNA747871:OG430_25165	[5674573:5676049](+)	['replicative DNA helicase']	25.984	2.32e-12	27
3531	GtpB	NBC_01497	CP109427	['Streptomyces sp. NBC_01497']	chromosome	linear	8552978	PRJNA747871:OG310_18075	[4220664:4222140](+)	['replicative DNA helicase']	27.559	2.44e-12	27
3532	GtpB	NBC_01678	CP109454	['Streptomyces cellulosae']	plasmid	linear	339165	PRJNA747871:OIE99_35315	[333817:335347](+)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3533	GtpB	NBC_01678	CP109454	['Streptomyces cellulosae']	plasmid	linear	339165	PRJNA747871:OIE99_33805	[3817:5347](-)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3534	GtpB	NBC_01678	CP109453	['Streptomyces cellulosae']	chromosome	linear	7435508	PRJNA747871:OIE99_33770	[7430160:7431690](+)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3535	GtpB	NBC_01678	CP109453	['Streptomyces cellulosae']	chromosome	linear	7435508	PRJNA747871:OIE99_00020	[3817:5347](-)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3536	GtpB	NBC_01657	CP109250	['Streptomyces cellulosae']	plasmid	linear	339890	PRJNA747871:OH715_37065	[334179:335709](+)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3537	GtpB	NBC_01657	CP109250	['Streptomyces cellulosae']	plasmid	linear	339890	PRJNA747871:OH715_35560	[4181:5711](-)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3538	GtpB	NBC_01657	CP109249	['Streptomyces cellulosae']	chromosome	linear	7754542	PRJNA747871:OH715_35520	[7748831:7750361](+)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3539	GtpB	NBC_01657	CP109249	['Streptomyces cellulosae']	chromosome	linear	7754542	PRJNA747871:OH715_00020	[4180:5710](-)	['helix-turn-helix domain-containing protein']	30.531	2.64e-12	26
3540	GtpB	NBC_01475	CP109447	['Streptomyces canus']	chromosome	linear	10864631	PRJNA747871:OG354_47990	[10600360:10601569](+)	['DUF2993 domain-containing protein']	42.697	2.78e-12	11
3541	GtpB	NBC_01233	CP108516	['Streptomyces sp. NBC_01233']	plasmid	circular	54828	PRJNA747871:OG332_47415	[22359:23754](-)	['replicative DNA helicase']	27.059	2.91e-12	27
3542	GtpB	NBC_01344	CP108361	['[Kitasatospora] papulosa']	chromosome	linear	7648620	PRJNA747871:OG336_33515	[7634633:7636202](+)	['helix-turn-helix domain-containing protein']	28.378	3.02e-12	26
3543	GtpB	NBC_01010	CP108692	['Streptomyces anulatus']	chromosome	linear	8509935	PRJNA747871:OG333_36980	[8500243:8501839](+)	['helix-turn-helix domain-containing protein']	30.667	3.07e-12	26
3544	GtpB	NBC_00867	CP108817	['[Kitasatospora] papulosa']	chromosome	linear	7891710	PRJNA747871:OG337_35355	[7859804:7861409](+)	['helix-turn-helix domain-containing protein']	27.556	3.56e-12	27
3545	GtpB	NBC_00111	CP108205	['Streptomyces sp. NBC 00111']	plasmid	linear	111668	PRJNA747871:OHB07_39005	[11955:13548](-)	['helix-turn-helix transcriptional regulator']	27.586	3.71e-12	27
3546	GtpB	NBC_00042	CP108281	['[Kitasatospora] papulosa']	chromosome	linear	7381025	PRJNA747871:OG795_00225	[54359:55964](-)	['helix-turn-helix domain-containing protein']	27.679	4.13e-12	26
3547	GtpB	NBC_01401	CP109535	['Streptomyces sp. NBC_01401']	chromosome	linear	8080713	PRJNA747871:OG626_18170	[3988562:3990038](-)	['replicative DNA helicase']	28.346	4.55e-12	27
3548	GtpB	NBC_01246	CP108486	['Kitasatospora sp. NBC_01246']	plasmid	circular	79098	PRJNA747871:OG618_37695	[31995:33450](-)	['replicative DNA helicase']	25.874	4.84e-12	31
3549	GtpB	NBC_00315	CP108026	['Kitasatospora sp. NBC 00315']	plasmid	linear	61738	PRJNA747871:OG823_34445	[39404:41048](+)	['replicative DNA helicase']	27.437	5.49e-12	29
3550	GtpB	NBC_01347	CP108359	['[Kitasatospora] papulosa']	chromosome	linear	7680165	PRJNA747871:OG759_33900	[7639492:7641085](+)	['helix-turn-helix domain-containing protein']	27.706	5.79e-12	27
3551	GtpB	NBC_01265	CP108461	['Kitasatospora herbaricolor']	plasmid	linear	64192	PRJNA747871:OG267_40705	[9933:11778](-)	['hypothetical protein']	27.6	6.02e-12	27
3552	GtpB	NBC_01247	CP108483	['Kitasatospora herbaricolor']	plasmid	linear	64171	PRJNA747871:OG469_41310	[52394:54239](+)	['hypothetical protein']	27.6	6.02e-12	27
3553	GtpB	NBC_01078	CP108666	['Streptomyces globisporus']	plasmid	linear	140009	PRJNA747871:OG215_41750	[110632:112279](+)	['helix-turn-helix domain-containing protein']	29.258	6.27e-12	27
3554	GtpB	NBC_01012	CP108688	['Streptomyces sp. NBC_01012']	chromosome	linear	7722973	PRJNA747871:OG623_17110	[3803142:3804600](-)	['replicative DNA helicase']	28.346	6.55e-12	27
3555	GtpB	NBC_01520	CP109404	['Streptomyces sp. NBC_01520']	chromosome	linear	8075076	PRJNA747871:OG524_18390	[4111852:4113310](+)	['replicative DNA helicase']	27.953	6.61e-12	27
3556	GtpB	NBC_01102	CP108654	['Streptomyces sp. NBC_01102']	chromosome	linear	8399153	PRJNA747871:OG596_18725	[4176637:4178095](-)	['replicative DNA helicase']	27.953	6.61e-12	27
3557	GtpB	NBC_01201	CP108566	['Streptomyces sp. NBC_01201']	plasmid	linear	427794	PRJNA747871:OG279_37580	[130512:132099](+)	['helix-turn-helix transcriptional regulator']	27.586	6.67e-12	27
